Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P30530	UFO_HUMAN	reviewed	Tyrosine-protein kinase receptor UFO (EC 2.7.10.1) (AXL oncogene)	AXL UFO	Homo sapiens (Human)	894
Q13107	UBP4_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein homolog)	USP4 UNP UNPH	Homo sapiens (Human)	963
Q9BZH6	WDR11_HUMAN	reviewed	WD repeat-containing protein 11 (Bromodomain and WD repeat-containing protein 2) (WD repeat-containing protein 15)	WDR11 BRWD2 KIAA1351 WDR15	Homo sapiens (Human)	1224
P56703	WNT3_HUMAN	reviewed	Proto-oncogene Wnt-3 (Proto-oncogene Int-4 homolog)	WNT3 INT4	Homo sapiens (Human)	355
P04628	WNT1_HUMAN	reviewed	Proto-oncogene Wnt-1 (Proto-oncogene Int-1 homolog)	WNT1 INT1	Homo sapiens (Human)	370
O95388	WISP1_HUMAN	reviewed	WNT1-inducible-signaling pathway protein 1 (WISP-1) (CCN family member 4) (Wnt-1-induced secreted protein)	WISP1 CCN4	Homo sapiens (Human)	367
Q9GZV5	WWTR1_HUMAN	reviewed	WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif)	WWTR1 TAZ	Homo sapiens (Human)	400
P07947	YES_HUMAN	reviewed	Tyrosine-protein kinase Yes (EC 2.7.10.2) (Proto-oncogene c-Yes) (p61-Yes)	YES1 YES	Homo sapiens (Human)	543
P46937	YAP1_HUMAN	reviewed	Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)	YAP1 YAP65	Homo sapiens (Human)	504
Q96K83	ZN521_HUMAN	reviewed	Zinc finger protein 521 (Early hematopoietic zinc finger protein) (LYST-interacting protein 3)	ZNF521 EHZF LIP3	Homo sapiens (Human)	1311
A2RRD8	ZN320_HUMAN	reviewed	Zinc finger protein 320	ZNF320	Homo sapiens (Human)	509
Q05516	ZBT16_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 16 (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145) (Zinc finger protein PLZF)	ZBTB16 PLZF ZNF145	Homo sapiens (Human)	673
P60568	IL2_HUMAN	reviewed	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF) (Aldesleukin)	IL2	Homo sapiens (Human)	153
Q86VZ6	JAZF1_HUMAN	reviewed	Juxtaposed with another zinc finger protein 1 (TAK1-interacting protein 27) (Zinc finger protein 802)	JAZF1 TIP27 ZNF802	Homo sapiens (Human)	243
Q92794	KAT6A_HUMAN	reviewed	Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)	KAT6A MOZ MYST3 RUNXBP2 ZNF220	Homo sapiens (Human)	2004
P05412	JUN_HUMAN	reviewed	Transcription factor AP-1 (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39)	JUN	Homo sapiens (Human)	331
O60674	JAK2_HUMAN	reviewed	Tyrosine-protein kinase JAK2 (EC 2.7.10.2) (Janus kinase 2) (JAK-2)	JAK2	Homo sapiens (Human)	1132
Q969G2	LHX4_HUMAN	reviewed	LIM/homeobox protein Lhx4 (LIM homeobox protein 4)	LHX4	Homo sapiens (Human)	390
Q99732	LITAF_HUMAN	reviewed	Lipopolysaccharide-induced tumor necrosis factor-alpha factor (LPS-induced TNF-alpha factor) (Small integral membrane protein of lysosome/late endosome) (p53-induced gene 7 protein)	LITAF PIG7 SIMPLE	Homo sapiens (Human)	161
P06239	LCK_HUMAN	reviewed	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	Homo sapiens (Human)	509
Q9Y5Q3	MAFB_HUMAN	reviewed	Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	MAFB KRML	Homo sapiens (Human)	323
P41279	M3K8_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase 8 (EC 2.7.11.25) (Cancer Osaka thyroid oncogene) (Proto-oncogene c-Cot) (Serine/threonine-protein kinase cot) (Tumor progression locus 2) (TPL-2)	MAP3K8 COT ESTF	Homo sapiens (Human)	467
Q8NHW3	MAFA_HUMAN	reviewed	Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (Transcription factor RIPE3b1) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A)	MAFA	Homo sapiens (Human)	353
P04201	MAS_HUMAN	reviewed	Proto-oncogene Mas	MAS1 MAS	Homo sapiens (Human)	325
O15068	MCF2L_HUMAN	reviewed	Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein)	MCF2L KIAA0362 OST	Homo sapiens (Human)	1137
P10911	MCF2_HUMAN	reviewed	Proto-oncogene DBL (Proto-oncogene MCF-2) [Cleaved into: MCF2-transforming protein; DBL-transforming protein]	MCF2 DBL	Homo sapiens (Human)	925
P12980	LYL1_HUMAN	reviewed	Protein lyl-1 (Class A basic helix-loop-helix protein 18) (bHLHa18) (Lymphoblastic leukemia-derived sequence 1)	LYL1 BHLHA18	Homo sapiens (Human)	280
P07948	LYN_HUMAN	reviewed	Tyrosine-protein kinase Lyn (EC 2.7.10.2) (Lck/Yes-related novel protein tyrosine kinase) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn)	LYN JTK8	Homo sapiens (Human)	512
O75444	MAF_HUMAN	reviewed	Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	MAF	Homo sapiens (Human)	373
Q12866	MERTK_HUMAN	reviewed	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	MERTK MER	Homo sapiens (Human)	999
Q00987	MDM2_HUMAN	reviewed	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Hdm2) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	MDM2	Homo sapiens (Human)	491
Q8NDY4	MDS2_HUMAN	reviewed	Myelodysplastic syndrome 2 translocation-associated protein	MDS2	Homo sapiens (Human)	140
Q6P1Q0	LTMD1_HUMAN	reviewed	LETM1 domain-containing protein 1 (Cervical cancer 1 proto-oncogene protein p40) (Cervical cancer proto-oncogene 2 protein) (HCCR-1) (HCRR-2)	LETMD1	Homo sapiens (Human)	360
Q969V6	MKL1_HUMAN	reviewed	MKL/myocardin-like protein 1 (Megakaryoblastic leukemia 1 protein) (Megakaryocytic acute leukemia protein) (Myocardin-related transcription factor A) (MRTF-A)	MKL1 KIAA1438 MAL	Homo sapiens (Human)	931
P08581	MET_HUMAN	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Homo sapiens (Human)	1390
P00540	MOS_HUMAN	reviewed	Proto-oncogene serine/threonine-protein kinase mos (EC 2.7.11.1) (Oocyte maturation factor mos) (Proto-oncogene c-Mos)	MOS	Homo sapiens (Human)	346
P56278	MTCP1_HUMAN	reviewed	Protein p13 MTCP-1 (p13MTCP1) (Mature T-cell proliferation-1 type B1) (MTCP-1 type B1)	MTCP1 C6.1B	Homo sapiens (Human)	107
Q06455	MTG8_HUMAN	reviewed	Protein CBFA2T1 (Cyclin-D-related protein) (Eight twenty one protein) (Protein ETO) (Protein MTG8) (Zinc finger MYND domain-containing protein 2)	RUNX1T1 AML1T1 CBFA2T1 CDR ETO MTG8 ZMYND2	Homo sapiens (Human)	604
O96028	NSD2_HUMAN	reviewed	Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.43) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein)	NSD2 KIAA1090 MMSET TRX5 WHSC1	Homo sapiens (Human)	1365
P35658	NU214_HUMAN	reviewed	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN)	NUP214 CAIN CAN KIAA0023	Homo sapiens (Human)	2090
Q92570	NR4A3_HUMAN	reviewed	Nuclear receptor subfamily 4 group A member 3 (Mitogen-induced nuclear orphan receptor) (Neuron-derived orphan receptor 1) (Nuclear hormone receptor NOR-1)	NR4A3 CHN CSMF MINOR NOR1 TEC	Homo sapiens (Human)	626
Q9BZ95	NSD3_HUMAN	reviewed	Histone-lysine N-methyltransferase NSD3 (EC 2.1.1.43) (Nuclear SET domain-containing protein 3) (Protein whistle) (WHSC1-like 1 isoform 9 with methyltransferase activity to lysine) (Wolf-Hirschhorn syndrome candidate 1-like protein 1) (WHSC1-like protein 1)	NSD3 WHSC1L1 DC28	Homo sapiens (Human)	1437
Q96L73	NSD1_HUMAN	reviewed	Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (EC 2.1.1.43) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (H4-K20-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)	NSD1 ARA267 KMT3B	Homo sapiens (Human)	2696
P23760	PAX3_HUMAN	reviewed	Paired box protein Pax-3 (HuP2)	PAX3 HUP2	Homo sapiens (Human)	479
P01127	PDGFB_HUMAN	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin)	PDGFB PDGF2 SIS	Homo sapiens (Human)	241
P23759	PAX7_HUMAN	reviewed	Paired box protein Pax-7 (HuP1)	PAX7 HUP1	Homo sapiens (Human)	505
P40424	PBX1_HUMAN	reviewed	Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1) (Homeobox protein PRL)	PBX1 PRL	Homo sapiens (Human)	430
Q15154	PCM1_HUMAN	reviewed	Pericentriolar material 1 protein (PCM-1) (hPCM-1)	PCM1	Homo sapiens (Human)	2024
Q02548	PAX5_HUMAN	reviewed	Paired box protein Pax-5 (B-cell-specific transcription factor) (BSAP)	PAX5	Homo sapiens (Human)	391
Q9HBE1	PATZ1_HUMAN	reviewed	POZ-, AT hook-, and zinc finger-containing protein 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278) (Zinc finger sarcoma gene protein)	PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG	Homo sapiens (Human)	687
Q9GZP0	PDGFD_HUMAN	reviewed	Platelet-derived growth factor D (PDGF-D) (Iris-expressed growth factor) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]	PDGFD IEGF SCDGFB MSTP036 UNQ1899/PRO4345	Homo sapiens (Human)	370
Q13951	PEBB_HUMAN	reviewed	Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)	CBFB	Homo sapiens (Human)	182
P16234	PGFRA_HUMAN	reviewed	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a)	PDGFRA PDGFR2 RHEPDGFRA	Homo sapiens (Human)	1089
P09619	PGFRB_HUMAN	reviewed	Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b)	PDGFRB PDGFR PDGFR1	Homo sapiens (Human)	1106
Q9P1W9	PIM2_HUMAN	reviewed	Serine/threonine-protein kinase pim-2 (EC 2.7.11.1) (Pim-2h)	PIM2	Homo sapiens (Human)	311
P35232	PHB_HUMAN	reviewed	Prohibitin	PHB	Homo sapiens (Human)	272
Q13492	PICAL_HUMAN	reviewed	Phosphatidylinositol-binding clathrin assembly protein (Clathrin assembly lymphoid myeloid leukemia protein)	PICALM CALM	Homo sapiens (Human)	652
P42336	PK3CA_HUMAN	reviewed	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	PIK3CA	Homo sapiens (Human)	1068
Q6DJT9	PLAG1_HUMAN	reviewed	Zinc finger protein PLAG1 (Pleiomorphic adenoma gene 1 protein)	PLAG1	Homo sapiens (Human)	500
P11309	PIM1_HUMAN	reviewed	Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)	PIM1	Homo sapiens (Human)	404
Q86V86	PIM3_HUMAN	reviewed	Serine/threonine-protein kinase pim-3 (EC 2.7.11.1)	PIM3	Homo sapiens (Human)	326
P29590	PML_HUMAN	reviewed	Protein PML (Promyelocytic leukemia protein) (RING finger protein 71) (Tripartite motif-containing protein 19)	PML MYL PP8675 RNF71 TRIM19	Homo sapiens (Human)	882
Q92733	PRCC_HUMAN	reviewed	Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein)	PRCC TPRC	Homo sapiens (Human)	491
Q9NZH5	PTTG2_HUMAN	reviewed	Securin-2 (Pituitary tumor-transforming gene 2 protein)	PTTG2	Homo sapiens (Human)	202
P10826	RARB_HUMAN	reviewed	Retinoic acid receptor beta (RAR-beta) (HBV-activated protein) (Nuclear receptor subfamily 1 group B member 2) (RAR-epsilon)	RARB HAP NR1B2	Homo sapiens (Human)	455
P01116	RASK_HUMAN	reviewed	GTPase KRas (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]	KRAS KRAS2 RASK2	Homo sapiens (Human)	189
P25791	RBTN2_HUMAN	reviewed	Rhombotin-2 (Cysteine-rich protein TTG-2) (LIM domain only protein 2) (LMO-2) (T-cell translocation protein 2)	LMO2 RBTN2 RBTNL1 RHOM2 TTG2	Homo sapiens (Human)	158
P61006	RAB8A_HUMAN	reviewed	Ras-related protein Rab-8A (Oncogene c-mel)	RAB8A MEL RAB8	Homo sapiens (Human)	207
P01112	RASH_HUMAN	reviewed	GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1	Homo sapiens (Human)	189
O95997	PTTG1_HUMAN	reviewed	Securin (Esp1-associated protein) (Pituitary tumor-transforming gene 1 protein) (Tumor-transforming protein 1) (hPTTG)	PTTG1 EAP1 PTTG TUTR1	Homo sapiens (Human)	202
Q9NZH4	PTTG3_HUMAN	reviewed	Putative pituitary tumor-transforming gene 3 protein (hPTTG3) (Securin-3) (rcPTTG1)	PTTG3P PTTG3	Homo sapiens (Human)	202
P10276	RARA_HUMAN	reviewed	Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1)	RARA NR1B1	Homo sapiens (Human)	462
Q96T37	RBM15_HUMAN	reviewed	Putative RNA-binding protein 15 (One-twenty two protein 1) (RNA-binding motif protein 15)	RBM15 OTT OTT1	Homo sapiens (Human)	977
P25800	RBTN1_HUMAN	reviewed	Rhombotin-1 (Cysteine-rich protein TTG-1) (LIM domain only protein 1) (LMO-1) (T-cell translocation protein 1)	LMO1 RBTN1 RHOM1 TTG1	Homo sapiens (Human)	156
P07949	RET_HUMAN	reviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	RET CDHF12 CDHR16 PTC RET51	Homo sapiens (Human)	1114
P04049	RAF1_HUMAN	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	RAF1 RAF	Homo sapiens (Human)	648
P01111	RASN_HUMAN	reviewed	GTPase NRas (Transforming protein N-Ras)	NRAS HRAS1	Homo sapiens (Human)	189
Q92804	RBP56_HUMAN	reviewed	TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)	TAF15 RBP56 TAF2N	Homo sapiens (Human)	592
Q16385	SSX2_HUMAN	reviewed	Protein SSX2 (Cancer/testis antigen 5.2) (CT5.2) (Synovial sarcoma, X breakpoint 2) (Tumor antigen HOM-MEL-40)	SSX2 SSX2A; SSX2B	Homo sapiens (Human)	188
Q15468	STIL_HUMAN	reviewed	SCL-interrupting locus protein (TAL-1-interrupting locus protein)	STIL SIL	Homo sapiens (Human)	1287
Q6J9G0	STYK1_HUMAN	reviewed	Tyrosine-protein kinase STYK1 (EC 2.7.10.2) (Novel oncogene with kinase domain) (Protein PK-unique) (Serine/threonine/tyrosine kinase 1)	STYK1 NOK	Homo sapiens (Human)	422
P49589	SYCC_HUMAN	reviewed	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	CARS	Homo sapiens (Human)	748
Q15532	SSXT_HUMAN	reviewed	Protein SSXT (Protein SYT) (Synovial sarcoma translocated to X chromosome protein)	SS18 SSXT SYT	Homo sapiens (Human)	418
P35125	UBP6_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 6 (EC 3.4.19.12) (Deubiquitinating enzyme 6) (Proto-oncogene TRE-2) (Ubiquitin thioesterase 6) (Ubiquitin-specific-processing protease 6)	USP6 HRP1 TRE2	Homo sapiens (Human)	1406
P17713	STK_HYDVU	reviewed	Tyrosine-protein kinase STK (EC 2.7.10.2) (P57-STK)	STK	Hydra vulgaris (Hydra) (Hydra attenuata)	509
P49033	MYC_HYLLA	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Hylobates lar (Common gibbon) (White-handed gibbon)	439
Q108U6	MET_LOXAF	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Loxodonta africana (African elephant)	1382
Q95M30	HCK_MACFA	reviewed	Tyrosine-protein kinase HCK (EC 2.7.10.2) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p56-HCK)	HCK	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	504
Q2PFS4	MAFB_MACFA	reviewed	Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	MAFB QnpA-17255	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	323
B8XIA5	MYC_MACMU	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Macaca mulatta (Rhesus macaque)	439
P22555	MYC_MARMO	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Marmota monax (Woodchuck)	439
Q61976	MYCN_MARMO	reviewed	N-myc proto-oncogene protein (N-myc1)	MYCN NMYC NMYC1	Marmota monax (Woodchuck)	460
P20389	MYC2_MARMO	reviewed	N-myc 2 proto-oncogene protein	N-MYC2	Marmota monax (Woodchuck)	454
P01125	REL_MELGA	reviewed	Proto-oncogene c-Rel (p68) (Fragment)	REL	Meleagris gallopavo (Common turkey)	538
Q9QYC8	ENTP5_MESAU	reviewed	Ectonucleoside triphosphate diphosphohydrolase 5 (NTPDase 5) (EC 3.6.1.6) (ER-UDPase) (Guanosine-diphosphatase ENTPD5) (GDPase ENTPD5) (EC 3.6.1.42) (Nucleoside diphosphatase) (Proto-oncogene cph) (Uridine-diphosphatase ENTPD5) (UDPase ENTPD5)	ENTPD5 CD39L4 CPH	Mesocricetus auratus (Golden hamster)	469
Q60553	ERBB2_MESAU	reviewed	Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (p185erbB2) (CD antigen CD340)	ERBB2 NEU	Mesocricetus auratus (Golden hamster)	1254
O88479	FOS_MESAU	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos)	FOS	Mesocricetus auratus (Golden hamster)	381
Q60524	MDM2_MESAU	reviewed	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2) (Fragment)	MDM2	Mesocricetus auratus (Golden hamster)	466
Q60529	RASH_MESAU	reviewed	GTPase HRas (H-Ras-1) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed] (Fragment)	HRAS HRAS1	Mesocricetus auratus (Golden hamster)	96
Q2QL89	MET_MICMU	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Microcebus murinus (Lesser mouse lemur) (Gray Mouse Lemur)	1382
Q95ME4	RASN_MONDO	reviewed	GTPase NRas (Transforming protein N-Ras)	NRAS	Monodelphis domestica (Gray short-tailed opossum)	189
Q07983	RASK_MONDO	reviewed	GTPase KRas (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]	KRAS	Monodelphis domestica (Gray short-tailed opossum)	188
Q09YK0	MET_MUNMU	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Muntiacus muntjak (Barking deer) (Indian muntjac)	1382
O88312	AGR2_MOUSE	reviewed	Anterior gradient protein 2 homolog (AG-2) (mAG-2) (Protein Gob-4) (Secreted cement gland protein XAG-2 homolog)	Agr2 Gob4	Mus musculus (Mouse)	175
P00520	ABL1_MOUSE	reviewed	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	Abl1 Abl	Mus musculus (Mouse)	1123
O88573	AFF1_MOUSE	reviewed	AF4/FMR2 family member 1 (Proto-oncogene AF4) (Protein AF-4)	Aff1 Mllt2 Mllt2h	Mus musculus (Mouse)	1216
Q9ESC8	AFF4_MOUSE	reviewed	AF4/FMR2 family member 4	Aff4 Alf4	Mus musculus (Mouse)	1160
Q60875	ARHG2_MOUSE	reviewed	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (LBC'S first cousin) (Lymphoid blast crisis-like 1) (Oncogene LFC) (Rhobin)	Arhgef2 Kiaa0651 Lbcl1 Lfc	Mus musculus (Mouse)	985
P04627	ARAF_MOUSE	reviewed	Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf)	Araf A-raf Araf1	Mus musculus (Mouse)	604
Q9Z206	ARHG8_MOUSE	reviewed	Neuroepithelial cell-transforming gene 1 protein (Rho guanine nucleotide exchange factor 8)	Net1 Arhgef8	Mus musculus (Mouse)	595
P97477	AURKA_MOUSE	reviewed	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora family kinase 1) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein kinase aurora-A)	Aurka Aik Airk Ark1 Aura Ayk1 Btak Iak1 Stk15 Stk6	Mus musculus (Mouse)	395
Q6PAJ1	BCR_MOUSE	reviewed	Breakpoint cluster region protein (EC 2.7.11.1)	Bcr Kiaa3017	Mus musculus (Mouse)	1270
P25916	BMI1_MOUSE	reviewed	Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)	Bmi1 Bmi-1 Pcgf4	Mus musculus (Mouse)	324
P62325	BTG1_MOUSE	reviewed	Protein BTG1 (B-cell translocation gene 1 protein)	Btg1	Mus musculus (Mouse)	171
P28028	BRAF_MOUSE	reviewed	Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf)	Braf B-raf	Mus musculus (Mouse)	804
Q8BXV2	BRI3B_MOUSE	reviewed	BRI3-binding protein (I3-binding protein)	Bri3bp	Mus musculus (Mouse)	253
P22682	CBL_MOUSE	reviewed	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	Cbl	Mus musculus (Mouse)	913
Q8R4E9	CDT1_MOUSE	reviewed	DNA replication factor Cdt1 (Double parked homolog) (DUP) (Retroviral insertion site 2 protein)	Cdt1 Ris2	Mus musculus (Mouse)	557
P30285	CDK4_MOUSE	reviewed	Cyclin-dependent kinase 4 (EC 2.7.11.22) (CRK3) (Cell division protein kinase 4) (PSK-J3)	Cdk4 Crk3	Mus musculus (Mouse)	303
P09581	CSF1R_MOUSE	reviewed	Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115)	Csf1r Csfmr Fms	Mus musculus (Mouse)	977
Q64010	CRK_MOUSE	reviewed	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	Crk Crko	Mus musculus (Mouse)	304
Q9QZ73	DCNL1_MOUSE	reviewed	DCN1-like protein 1 (DCUN1 domain-containing protein 1) (Defective in cullin neddylation protein 1-like protein 1) (Testis-specific protein 3)	Dcun1d1 Dcun1l1 Rp42 Tes3	Mus musculus (Mouse)	259
Q07139	ECT2_MOUSE	reviewed	Protein ECT2 (Epithelial cell-transforming sequence 2 oncogene)	Ect2 mKIAA4037	Mus musculus (Mouse)	913
P39688	FYN_MOUSE	reviewed	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene c-Fyn) (p59-Fyn)	Fyn	Mus musculus (Mouse)	537
Q8VD58	EVI2B_MOUSE	reviewed	Protein EVI2B (Ecotropic viral integration site 2B protein) (EVI-2B) (CD antigen CD361)	Evi2b	Mus musculus (Mouse)	444
Q8K2P2	FA83A_MOUSE	reviewed	Protein FAM83A	Fam83a	Mus musculus (Mouse)	436
